Query genome	Reference genome	ANI_tw	AF
AI2922_v1_c4	AI2973_v2_c3	99.943	100.00
AI2923_v1_c2	AI2612_v1_c2	98.606	61.2648593955
AI2923_v1_c2	AI2681_v1_c2	98.581	60.299130092
AI2923_v1_c2	AI2723_v1_c2	98.298	65.0213455979
AI2923_v1_c2	AI2800_v1_c2	99.743	100.00
AI2923_v1_c2	AI2837_v1_c2	98.613	67.8398975033
AI2923_v1_c2	AI3041_v1_c2	99.685	100.00
AI2923_v1_c2	AI3069_v1_c3	99.992	100.00
AI2923_v1_c2	AN2361_v1_c2	98.307	66.4553745072
AI2923_v1_c3	AI2740_v1_c3	99.990	100.00
AI2923_v1_c3	AI2887_v1_c2	99.998	100.00
AI2923_v1_c3	AI2932_v1_c4	100.000	100.00
AI2923_v1_c3	AI3037_v1_c3	99.906	55.8736095238
AI2923_v1_c3	AN2343_v1_c4	99.665	100.00
AI2923_v1_c3	AN2363_v1_c2	100.000	100.00
AI2924_v1_c2	AI2666_v1_c2	99.846	85.2627274209
AI2924_v1_c2	AI2689_v1_c2	99.920	81.2827779589
AI2924_v1_c2	AI2798_v1_c2	99.861	87.9130159765
AI2924_v1_c3	AI2674_v1_c4	99.972	100.00
AI2924_v1_c3	AI2775_v1_c4	99.998	100.00
AI2924_v1_c3	AI2887_v1_c2	100.000	100.00
AI2924_v1_c3	AI2913_v1_c3	100.000	96.2566590389
AI2924_v1_c3	AI2971_v1_c2	99.983	51.2753928299
AI2924_v1_c3	AI3028_v1_c3	99.998	100.00
AI2925_v1_c2	AI2648_v1_c2	98.532	52.4754699538
AI2925_v1_c2	AI2784_v1_c2	97.473	51.6538674884
AI2925_v1_c4	AI2702_v1_c3	99.977	93.5723112128
AI2925_v1_c4	AI2777_v1_c4	99.992	100.00
AI2925_v1_c4	AI2863_v1_c3	99.996	100.00
AI2925_v1_c4	AI2935_v1_c5	99.998	100.00
AI2925_v1_c4	AI2965_v1_c4	99.996	100.00
AI2925_v1_c4	AI2989_v1_c3	99.995	100.00
AI2925_v1_c4	AI3039_v1_c4	99.996	100.00
AI2927_v1_c2	AI2925_v1_c2	95.826	56.5194162244
AI2927_v1_c2	AN2341_v1_c6	95.107	53.7378089462
AI2927_v1_c3	AI2676_v1_c4	99.972	100.00
AI2927_v1_c3	AI2765_v1_c4	99.998	100.00
AI2929_v1_c3	AI2586_v1_c2	98.369	57.5445006418
AI2929_v1_c3	AI2608_v2_c2	99.984	100.00
AI2929_v1_c3	AI2835_v1_c2	98.691	65.1309165597
AI2929_v1_c3	AI2871_v1_c2	98.499	69.5938844673
AI2929_v1_c3	AI2908_v1_c3	99.633	95.7158536585
AI2929_v1_c3	AI2924_v1_c2	99.196	67.8061001284
AI2929_v1_c3	AI3018_v1_c2	99.167	81.0735969191
AI2929_v1_c3	AI3054_v1_c2	98.126	72.9132015404
AI2929_v1_c4	AI2621_v1_c4	99.729	67.1315789474
AI2929_v1_c4	AI2679_v1_c4	99.972	100.00
AI2929_v1_c4	AI2780_v5_c3	99.990	100.00
AI2929_v1_c4	AI2856_v1_c4	99.998	100.00
AI2929_v1_c4	AI2905_v1_c3	99.996	100.00
AI2930_v1_c2	AI2600_v1_c2	99.996	100.00
AI2930_v1_c2	AI2622_v1_c2	99.995	100.00
AI2930_v1_c2	AI2886_v1_c2	98.736	64.2934623955
AI2930_v1_c2	AI2902_v1_c2	98.816	69.1815013928
AI2930_v1_c2	AI2919_v1_c3	98.788	76.1968718663
AI2930_v1_c3	AI2675_v1_c3	99.969	100.00
AI2930_v1_c3	AI2782_v5_c3	99.988	100.00
AI2930_v1_c3	AI2916_v1_c6	99.987	100.00
AI2930_v1_c3	AI2942_v1_c3	99.968	100.00
AI2930_v1_c4	AN2344_v1_c4	99.629	53.0119286403
AI2931_v1_c2	AI2623_v1_c2	99.743	100.00
AI2931_v1_c2	AI2644_v1_c2	99.771	100.00
AI2931_v1_c2	AI2835_v1_c2	98.602	65.4815546875
AI2931_v1_c2	AI2971_v1_c2	98.411	78.0347890625
AI2931_v1_c2	AI3021_v1_c2	98.538	87.4605494792
AI2931_v1_c2	AI3044_v1_c2	98.968	62.4230286458
AI2931_v1_c2	AN2339_v1_c2	98.230	72.8857083333
AI2931_v1_c3	AI2679_v1_c4	99.966	100.00
AI2931_v1_c3	AI2751_v1_c3	99.992	100.00
AI2931_v1_c3	AI2879_v1_c3	99.998	100.00
AI2931_v1_c3	AI2922_v1_c3	99.998	100.00
AI2931_v1_c3	AI3018_v1_c5	99.996	100.00
AI2931_v1_c3	AI3065_v1_c3	99.998	100.00
AI2932_v1_c2	AI2646_v1_c2	99.777	100.00
AI2932_v1_c2	AI2745_v1_c2	98.420	64.8454922412
AI2932_v1_c2	AI2782_v5_c2	98.212	79.7468837446
AI2932_v1_c4	AI2786_v1_c3	99.992	100.00
AI2932_v1_c4	AI2821_v1_c2	99.997	100.00
AI2932_v1_c4	AI2896_v1_c3	99.995	100.00
AI2932_v1_c4	AI3065_v1_c3	99.996	100.00
AI2934_v1_c2	AI2755_v2_c3	99.959	59.9943478261
AI2934_v1_c2	AI2821_v1_c2	99.959	57.0351379599
AI2934_v1_c2	AI2840_v1_c4	99.962	57.8289506689
AI2934_v1_c2	AI2967_v1_c3	99.962	57.6184322742
AI2934_v1_c2	AI3004_v1_c3	99.112	81.8842307692
AI2934_v1_c4	AI2707_v1_c2	96.072	52.2782939787
AI2934_v1_c4	AI2751_v1_c2	96.149	58.3162396694
AI2934_v1_c4	AI2815_v1_c2	95.688	61.3162219599
AI2934_v1_c4	AI2847_v1_c2	95.769	63.4486245573
AI2934_v1_c4	AI2913_v1_c2	97.290	68.936918536
AI2934_v1_c4	AI2953_v1_c2	97.454	68.3010153483
AI2934_v1_c4	AI3027_v1_c2	95.897	63.6236953955
AI2934_v1_c4	AN2354_v1_c2	97.380	59.4138842975
AI2935_v1_c2	AI2797_v1_c2	99.939	100.00
AI2935_v1_c4	AI2639_v1_c2	99.613	60.5731321839
AI2935_v1_c4	AI2909_v1_c2	99.819	51.924408046
AI2935_v1_c5	AI2630_v1_c3	100.000	87.5089552239
AI2935_v1_c5	AI2687_v1_c4	99.962	100.00
AI2935_v1_c5	AI2768_v1_c4	100.000	100.00
AI2935_v1_c5	AI2905_v1_c3	99.997	100.00
AI2937_v1_c2	AI2596_v1_c2	98.882	59.3237735086
AI2937_v1_c2	AI2635_v1_c2	99.588	87.7082426694
AI2937_v1_c2	AI2749_v1_c2	98.927	64.713247725
AI2937_v1_c2	AI2965_v1_c3	99.975	100.00
AI2937_v1_c2	AI3036_v1_c2	98.812	63.1442507583
AI2937_v1_c2	AI3063_v1_c2	98.998	100.00
AI2937_v1_c3	AI2610_v1_c3	99.846	50.853812766
AI2937_v1_c3	AI2873_v1_c3	99.710	80.6291234043
AI2939_v1_c2	AI2689_v1_c2	99.987	97.6499386189
AI2940_v1_c2	AI2627_v1_c2	99.750	82.67478974
AI2940_v1_c2	AI2749_v1_c2	99.911	63.2756674228
AI2940_v1_c2	AI2794_v1_c3	98.386	52.6975100332
AI2940_v1_c2	AI2961_v1_c3	98.750	70.485646484
AI2941_v1_c3	AI2668_v1_c2	99.889	82.3683171766
AI2942_v1_c2	AH0331_v1_c2	99.563	100.00
AI2942_v1_c2	AI2607_v1_c2	98.269	62.9036215918
AI2942_v1_c2	AI2631_v5_c2	99.596	93.0604076012
AI2942_v1_c2	AI2649_v1_c2	98.734	84.6279096668
AI2942_v1_c2	AI2867_v1_c2	98.686	90.0666125034
AI2942_v1_c2	AI2940_v1_c2	99.530	100.00
AI2942_v1_c2	AI2961_v1_c3	98.753	91.0749215092
AI2942_v1_c2	AI3036_v1_c2	99.967	100.00
AI2942_v1_c3	AI2694_v1_c4	99.994	100.00
AI2942_v1_c3	AI2776_v1_c3	99.963	100.00
AI2942_v1_c3	AI2968_v1_c3	99.915	51.6129166667
AI2942_v1_c3	AI3001_v1_c4	99.957	100.00
AI2942_v1_c3	AI3040_v1_c3	99.957	100.00
AI2942_v1_c4	AI2691_v1_c3	99.364	85.4956721915
AI2942_v1_c4	AI2775_v1_c3	99.109	72.1549723757
AI2942_v1_c4	AI2793_v1_c2	99.432	51.1850828729
AI2942_v1_c4	AI2847_v1_c3	99.822	100.00
AI2942_v1_c4	AI2883_v1_c2	99.937	72.3465377532
AI2943_v1_c3	AI2635_v1_c2	98.878	98.7602881537
AI2943_v1_c3	AI2889_v1_c2	97.663	73.8032283885
AI2943_v1_c3	AI2969_v1_c3	97.045	54.4568569904
AI2943_v1_c3	AI3069_v1_c2	99.880	52.5036125934
AI2943_v1_c3	AN2355_v1_c2	96.731	74.505416222
AI2943_v1_c5	AI2617_v1_c3	99.949	51.8559827044
AI2943_v1_c5	AI2765_v1_c4	99.963	100.00
AI2943_v1_c5	AI2829_v1_c3	99.695	100.00
AI2943_v1_c5	AI2866_v1_c2	99.971	100.00
AI2943_v1_c5	AI2896_v1_c3	99.956	100.00
AI2943_v1_c5	AI2927_v1_c3	99.972	100.00
AI2943_v1_c5	AI2961_v1_c4	99.958	100.00
AI2943_v1_c5	AI3065_v1_c3	99.963	100.00
AI2943_v1_c5	AN2356_v1_c3	99.695	100.00
AI2943_v1_c6	AI2634_v1_c3	99.806	100.00
AI2943_v1_c6	AI2930_v1_c4	99.957	100.00
AI2945_v1_c2	AI2686_v1_c3	99.936	57.8663562341
AI2945_v1_c2	AI2860_v1_c3	99.957	69.6866819338
AI2945_v1_c2	AI2935_v1_c5	99.980	78.8124529262
AI2945_v1_c2	AI2959_v1_c5	99.978	78.8114351145
AI2945_v1_c2	AI2975_v1_c2	99.646	100.00
AI2945_v1_c2	AI3039_v1_c3	99.612	76.0073740458
AI2945_v1_c2	AN2345_v1_c3	99.734	72.5472519084
AI2946_v1_c2	AI2960_v1_c3	99.547	58.6881984733
AI2950_v1_c2	AI2921_v1_c2	96.622	79.8122301887
AI2950_v1_c2	AI2996_v1_c3	99.870	54.5571132075
AI2950_v1_c3	AI2672_v1_c3	99.998	100.00
AI2950_v1_c3	AI2856_v1_c4	99.963	100.00
AI2950_v1_c3	AI2927_v1_c3	99.972	100.00
AI2950_v1_c3	AI3001_v1_c4	99.959	100.00
AI2951_v1_c2	AI2949_v1_c2	94.661	62.1084306167
AI2951_v1_c3	AI2899_v1_c4	98.387	52.6411910112
AI2951_v1_c4	AI2750_v1_c3	99.965	100.00
AI2951_v1_c4	AI2790_v1_c3	99.965	100.00
AI2951_v1_c4	AI2852_v1_c4	99.964	100.00
AI2951_v1_c4	AI2885_v1_c3	99.949	99.9352710134
AI2951_v1_c4	AI2945_v1_c2	99.996	100.00
AI2951_v1_c4	AI2972_v1_c3	99.936	99.5424980361
AI2951_v1_c4	AI3006_v1_c3	99.961	100.00
AI2952_v1_c2	AI2584_v1_c2	99.494	90.2046413962
AI2952_v1_c2	AI2610_v1_c2	99.503	100.00
AI2952_v1_c2	AI2633_v1_c2	99.507	100.00
AI2952_v1_c2	AI2650_v1_c2	98.744	85.0398609217
AI2952_v1_c2	AI2670_v1_c2	98.433	68.4261467139
AI2952_v1_c2	AI2847_v1_c2	99.530	100.00
AI2952_v1_c2	AI2923_v1_c2	98.394	73.0551431688
AI2952_v1_c2	AI2975_v1_c2	98.775	99.4636051268
AI2952_v1_c3	AI2617_v1_c3	99.946	51.7024528302
AI2952_v1_c3	AI2765_v1_c4	99.962	100.00
AI2952_v1_c3	AI2829_v1_c3	99.692	100.00
AI2952_v1_c3	AI2866_v1_c2	99.971	100.00
AI2952_v1_c3	AI2896_v1_c3	99.955	100.00
AI2952_v1_c3	AI2927_v1_c3	99.971	100.00
AI2952_v1_c3	AI2961_v1_c4	99.956	100.00
AI2952_v1_c3	AI3065_v1_c3	99.962	100.00
AI2952_v1_c3	AN2356_v1_c3	99.692	100.00
AI2953_v1_c2	AI2801_v1_c2	99.042	69.3219944598
AI2953_v1_c2	AI2815_v1_c2	98.303	71.1533961219
AI2953_v1_c2	AI2895_v1_c2	98.546	66.1513850416
AI2953_v1_c3	AI2748_v1_c4	99.962	100.00
AI2953_v1_c3	AI2851_v1_c4	99.962	100.00
AI2953_v1_c3	AI2874_v1_c3	99.968	100.00
AI2953_v1_c3	AN2344_v1_c3	99.696	100.00
AI2954_v5_c2	AI2595_v1_c2	98.430	68.1413846641
AI2954_v5_c2	AI2636_v1_c3	98.401	71.5303707224
AI2954_v5_c2	AI2652_v1_c2	98.662	77.1215019011
AI2954_v5_c2	AI2665_v1_c3	98.912	77.853900507
AI2954_v5_c2	AI2740_v1_c2	99.999	98.8228295311
AI2954_v5_c2	AI2810_v1_c2	99.781	91.2483776933
AI2954_v5_c2	AI2885_v1_c2	98.553	75.8293948035
AI2954_v5_c2	AN2339_v1_c2	99.956	100.00
AI2954_v5_c3	AI2583_v1_c3	99.919	100.00
AI2954_v5_c3	AI2634_v1_c3	99.206	100.00
AI2954_v5_c3	AI2891_v1_c3	99.995	100.00
AI2954_v5_c3	AI3048_v1_c3	99.922	100.00
AI2957_v1_c2	AI2979_v1_c2	99.949	100.00
AI2957_v1_c3	AI2702_v1_c3	99.975	96.220479183
AI2957_v1_c3	AI2784_v1_c3	99.991	100.00
AI2957_v1_c3	AI2850_v1_c5	99.997	100.00
AI2957_v1_c3	AI2882_v1_c3	99.996	100.00
AI2957_v1_c3	AI2993_v1_c4	99.998	100.00
AI2957_v1_c3	AI3039_v1_c4	100.000	100.00
AI2958_v1_c2	AI2784_v1_c2	99.872	76.7163361169
AI2958_v1_c2	AI2816_v1_c2	99.964	81.2811760612
AI2958_v1_c2	AI2851_v1_c2	99.885	79.0381002088
AI2958_v1_c2	AI2870_v1_c2	99.985	77.0461029923
AI2958_v1_c2	AI2921_v1_c2	99.448	78.0658385525
AI2958_v1_c2	AI2961_v1_c3	99.419	90.4751565762
AI2958_v1_c2	AI2977_v1_c3	99.959	50.796388309
AI2959_v1_c2	AI2959_v1_c2	100.000	100.00
AI2959_v1_c5	AI2676_v1_c4	99.961	100.00
AI2959_v1_c5	AI2754_v5_c3	99.994	100.00
AI2959_v1_c5	AI2821_v1_c2	99.998	100.00
AI2959_v1_c5	AI2922_v1_c3	100.000	100.00
AI2960_v1_c2	AI2781_v1_c2	99.958	100.00
AI2960_v1_c2	AI3037_v1_c2	99.966	100.00
AI2960_v1_c3	AI2784_v1_c2	98.643	60.0126690466
AI2960_v1_c3	AI2844_v1_c2	99.466	80.9031562369
AI2960_v1_c3	AI2930_v1_c2	99.995	94.3110058799
AI2960_v1_c3	AI3018_v1_c2	98.877	66.8311444771
AI2960_v1_c3	AI3054_v1_c2	98.750	71.6258672827
AI2960_v1_c3	AN2342_v1_c2	98.868	74.4498152037
AI2960_v1_c4	AI2764_v1_c5	99.998	91.0410298742
AI2960_v1_c4	AI2834_v1_c4	99.813	100.00
AI2960_v1_c4	AI2868_v1_c3	99.996	100.00
AI2960_v1_c4	AI2962_v1_c4	100.000	100.00
AI2960_v1_c4	AI2993_v1_c4	99.998	100.00
AI2961_v1_c2	AI2840_v1_c2	99.830	100.00
AI2961_v1_c2	AI2974_v1_c2	99.980	100.00
AI2961_v1_c3	AI2601_v1_c2	98.721	66.1428972573
AI2961_v1_c3	AI2722_v1_c2	99.970	66.3158380496
AI2961_v1_c3	AI2861_v1_c2	98.774	72.4551023074
AI2961_v1_c3	AI3047_v1_c2	98.702	73.6097170222
AI2961_v1_c4	AI2676_v1_c4	99.956	100.00
AI2961_v1_c4	AI2760_v1_c4	99.995	100.00
AI2961_v1_c4	AI2828_v5_c3	99.981	100.00
AI2961_v1_c4	AI2866_v1_c2	99.996	100.00
AI2961_v1_c4	AI2904_v1_c2	99.996	100.00
AI2961_v1_c4	AI2935_v1_c5	99.998	100.00
AI2961_v1_c4	AI2972_v1_c3	99.977	100.00
AI2961_v1_c4	AI3011_v1_c3	99.997	88.1109388097
AI2961_v1_c4	AI3063_v1_c3	99.995	100.00
AI2961_v1_c4	AN2357_v1_c3	99.706	100.00
AI2962_v1_c2	AI2985_v1_c2	99.957	100.00
AI2962_v1_c3	AH0329_v1_c2	99.700	52.1549535795
AI2962_v1_c3	AI2867_v1_c2	99.978	100.00
AI2962_v1_c3	AI3025_v1_c3	98.582	59.1398803384
AI2962_v1_c4	AI2622_v1_c4	99.998	82.1590730558
AI2962_v1_c4	AI2766_v1_c4	99.998	100.00
AI2962_v1_c4	AI2834_v1_c4	99.813	100.00
AI2962_v1_c4	AI2866_v1_c2	99.996	100.00
AI2962_v1_c4	AI2904_v1_c2	99.995	100.00
AI2962_v1_c4	AI2935_v1_c5	99.998	100.00
AI2962_v1_c4	AI2972_v1_c3	99.977	99.3384289081
AI2962_v1_c4	AI3009_v1_c4	99.994	100.00
AI2962_v1_c4	AI3062_v1_c3	99.990	69.9456716418
AI2962_v1_c4	AN2353_v1_c2	99.773	100.00
AI2964_v1_c2	AI2676_v1_c4	99.996	100.00
AI2964_v1_c2	AI2756_v1_c3	99.966	100.00
AI2964_v1_c2	AI2800_v1_c4	99.963	100.00
AI2965_v1_c3	AI2583_v1_c2	98.780	50.4339964633
AI2965_v1_c3	AI2603_v1_c2	98.835	63.3211472149
AI2965_v1_c3	AI2702_v1_c2	99.873	62.4451370469
AI2965_v1_c3	AI2836_v1_c2	99.052	68.3697060124
AI2965_v1_c3	AI2854_v1_c2	98.518	69.7444274978
AI2965_v1_c3	AI2910_v1_c2	98.661	72.6873563218
AI2965_v1_c3	AI3036_v1_c2	98.583	66.5162024757
AI2965_v1_c3	AI3051_v1_c2	98.892	83.9015782493
AI2965_v1_c3	AN2354_v1_c2	98.839	66.4261317418
AI2965_v1_c4	AI2621_v1_c4	99.776	69.0535428123
AI2965_v1_c4	AI2752_v1_c3	99.990	100.00
AI2965_v1_c4	AI2786_v1_c3	99.994	100.00
AI2965_v1_c4	AI2856_v1_c4	99.998	100.00
AI2965_v1_c4	AI2887_v1_c2	99.996	100.00
AI2965_v1_c4	AI2942_v1_c3	99.959	100.00
AI2965_v1_c4	AI3040_v1_c3	99.998	100.00
AI2965_v1_c4	AN2361_v1_c3	99.811	100.00
AI2966_v1_c2	AI3002_v1_c2	99.949	65.8220547087
AI2966_v1_c3	AI2606_v1_c3	99.657	76.0930326508
AI2966_v1_c3	AI2681_v1_c2	98.560	61.2561455451
AI2966_v1_c3	AI2723_v1_c2	98.328	66.7691809629
AI2966_v1_c3	AI2757_v1_c2	98.627	68.5587188711
AI2966_v1_c3	AI2929_v1_c3	99.753	100.00
AI2966_v1_c4	AI2739_v1_c4	99.990	100.00
AI2966_v1_c4	AI2786_v1_c3	99.990	100.00
AI2966_v1_c4	AI2915_v1_c3	99.990	100.00
AI2966_v1_c4	AN2345_v1_c3	99.960	100.00
AI2967_v1_c2	AI2610_v1_c2	98.593	61.0062432432
AI2967_v1_c2	AI2681_v1_c2	98.552	61.6878864865
AI2967_v1_c2	AI2723_v1_c2	98.377	67.3089540541
AI2967_v1_c2	AI3011_v1_c2	98.549	80.7706216216
AI2967_v1_c2	AI3051_v1_c2	98.492	79.1964432432
AI2967_v1_c3	AI2686_v1_c4	99.997	100.00
AI2967_v1_c3	AI2749_v1_c3	99.993	97.0156717557
AI2967_v1_c3	AI2870_v1_c3	100.000	100.00
AI2967_v1_c3	AI2924_v1_c3	100.000	100.00
AI2968_v1_c3	AI2635_v1_c2	99.616	81.7608646828
AI2968_v1_c3	AI2867_v1_c2	99.992	100.00
AI2968_v1_c3	AI2937_v1_c2	99.990	100.00
AI2968_v1_c3	AI2975_v1_c2	99.895	100.00
AI2968_v1_c3	AI3034_v1_c2	99.673	52.6942813026
AI2968_v1_c4	AI2585_v1_c2	100.000	100.00
AI2968_v1_c4	AI2743_v1_c2	99.911	95.4393686007
AI2968_v1_c4	AI2778_v1_c2	99.914	99.6353242321
AI2968_v1_c4	AI2825_v1_c2	99.915	99.6149658703
AI2968_v1_c4	AI2940_v1_c2	99.915	95.4359556314
AI2968_v1_c4	AI3067_v1_c3	99.742	100.00
AI2968_v1_c5	AI2968_v1_c5	100.000	100.0
AI2969_v1_c2	AI2671_v1_c2	99.948	100.00
AI2969_v1_c3	AI2626_v1_c2	98.719	67.4491573168
AI2969_v1_c3	AI2660_v1_c2	98.789	63.2816710432
AI2969_v1_c4	AI2743_v1_c3	99.989	100.00
AI2969_v1_c4	AI2774_v1_c4	99.998	93.0245247447
AI2969_v1_c4	AI2818_v1_c3	99.994	100.00
AI2969_v1_c4	AI2849_v1_c3	99.998	100.00
AI2969_v1_c4	AI2962_v1_c4	100.000	100.00
AI2969_v1_c4	AI2994_v1_c3	99.998	100.00
AI2969_v1_c4	AI3027_v1_c3	99.994	100.00
AI2969_v1_c4	AI3064_v2_c3	99.776	100.00
AI2969_v1_c4	AN2351_v1_c3	99.775	100.00
AI2970_v1_c2	AI2691_v1_c2	99.966	100.00
AI2970_v1_c2	AI2970_v1_c2	100.000	100.00
AI2970_v1_c2	AI3002_v1_c2	99.938	78.0013658379
AI2970_v1_c2	AI3060_v5_c2	99.945	100.00
AI2970_v1_c3	AI2585_v1_c2	99.982	100.00
AI2970_v1_c3	AI2654_v1_c2	99.907	100.00
AI2970_v1_c3	AI2677_v1_c2	99.981	100.00
AI2970_v1_c3	AI3028_v1_c2	99.740	100.00
AI2970_v1_c3	AI3047_v1_c2	98.739	70.8068742004
AI2970_v1_c3	AN2338_v1_c2	98.697	78.6500511727
AI2970_v1_c3	AN2349_v1_c2	99.686	100.00
AI2970_v1_c4	AI2777_v1_c4	99.993	100.00
AI2970_v1_c4	AI2821_v1_c2	99.994	100.00
AI2970_v1_c4	AI2851_v1_c4	99.998	100.00
AI2970_v1_c4	AI2907_v1_c3	99.994	100.00
AI2970_v1_c4	AI2932_v1_c4	99.994	100.00
AI2970_v1_c4	AI2965_v1_c4	100.000	100.00
AI2970_v1_c4	AI2998_v1_c4	99.998	100.00
AI2971_v1_c2	AI2600_v1_c2	98.542	54.1356997395
AI2971_v1_c2	AI2649_v1_c2	98.691	70.8035567132
AI2971_v1_c2	AI2740_v1_c2	99.994	100.00
AI2971_v1_c2	AI2841_v1_c3	98.342	58.7597632015
AI2971_v1_c2	AI2854_v1_c2	99.949	94.6505067488
AI2971_v1_c2	AI2910_v1_c2	99.998	100.00
AI2971_v1_c2	AI2976_v1_c3	98.755	87.2629055174
AI2971_v1_c2	AI3011_v1_c2	99.968	88.0486526166
AI2971_v1_c3	AI2763_v1_c4	99.241	66.2416052319
AI2971_v1_c3	AI2902_v1_c4	99.931	100.00
AI2971_v1_c3	AI3063_v1_c2	99.977	100.00
AI2971_v1_c3	AN2357_v1_c2	98.171	100.00
AI2972_v1_c3	AI2743_v1_c3	99.971	89.0493754647
AI2972_v1_c3	AI3002_v1_c4	99.975	99.084394052
AI2972_v1_c3	AI3027_v1_c3	99.973	99.3814944238
AI2972_v1_c3	AI3070_v1_c2	99.741	98.6726914498
AI2972_v1_c3	AN2349_v1_c3	99.977	99.826401487
AI2973_v2_c2	AI2612_v1_c2	99.801	100.00
AI2973_v2_c2	AI2895_v1_c2	99.988	100.00
AI2973_v2_c2	AI2942_v1_c2	99.777	100.00
AI2973_v2_c2	AI2961_v1_c3	99.333	100.00
AI2973_v2_c2	AI3053_v1_c2	99.985	100.00
AI2973_v2_c2	AN2361_v1_c2	99.727	89.5400903161
AI2973_v2_c3	AI2650_v1_c2	99.420	60.2788062721
AI2973_v2_c3	AI2739_v1_c3	99.950	69.3650328781
AI2974_v1_c2	AI2691_v1_c2	99.968	100.00
AI2974_v1_c2	AI2914_v1_c2	99.161	93.7638516076
AI2974_v1_c2	AI3003_v1_c2	99.913	100.00
AI2974_v1_c3	AI2654_v1_c2	99.906	100.00
AI2974_v1_c3	AI2677_v1_c2	99.977	100.00
AI2974_v1_c3	AI2870_v1_c2	98.774	54.5629949875
AI2974_v1_c3	AI2889_v1_c2	99.906	100.00
AI2974_v1_c3	AI2921_v1_c2	99.974	100.00
AI2974_v1_c3	AI2975_v1_c2	99.910	100.00
AI2974_v1_c4	AI2639_v1_c3	99.996	91.6300157109
AI2974_v1_c4	AI2739_v1_c4	99.990	100.00
AI2974_v1_c4	AI2777_v1_c4	99.993	100.00
AI2974_v1_c4	AI2908_v1_c4	99.996	100.00
AI2974_v1_c4	AI2942_v1_c3	99.959	100.00
AI2974_v1_c4	AI2975_v1_c3	100.000	100.00
AI2974_v1_c4	AI3021_v1_c3	99.994	100.00
AI2974_v1_c4	AI3069_v1_c5	99.994	100.00
AI2974_v1_c4	AN2361_v1_c3	99.811	100.00
AI2975_v1_c2	AI2623_v1_c2	99.899	57.6383839204
AI2975_v1_c2	AI2639_v1_c2	99.655	100.00
AI2975_v1_c2	AI3039_v1_c2	99.966	98.1305461374
AI2975_v1_c3	AI2818_v1_c3	99.994	100.00
AI2975_v1_c3	AI2857_v1_c2	99.998	100.00
AI2975_v1_c3	AI3003_v1_c4	99.994	100.00
AI2976_v1_c2	AI2965_v1_c2	99.976	100.00
AI2976_v1_c3	AI2650_v1_c2	99.909	100.00
AI2976_v1_c3	AI2686_v1_c2	98.753	58.5403796946
AI2976_v1_c3	AI2896_v1_c2	98.822	72.3237205943
AI2976_v1_c3	AI2913_v1_c2	99.790	100.00
AI2976_v1_c3	AI2966_v1_c3	99.997	94.027294676
AI2976_v1_c4	AI2623_v1_c3	99.998	83.9352238806
AI2976_v1_c4	AI2661_v1_c4	99.963	100.00
AI2976_v1_c4	AI2695_v1_c3	99.961	100.00
AI2976_v1_c4	AI2790_v1_c3	99.997	100.00
AI2976_v1_c4	AI2859_v1_c3	99.981	99.4737077769
AI2976_v1_c4	AI2917_v1_c2	99.996	100.00
AI2976_v1_c4	AI2946_v1_c2	99.978	100.00
AI2976_v1_c4	AI2972_v1_c3	99.977	99.5510054988
AI2976_v1_c4	AI3006_v1_c3	99.994	100.00
AI2976_v1_c4	AN2363_v1_c2	99.994	100.00
AI2977_v1_c2	AI2815_v1_c2	99.960	100.00
AI2977_v1_c2	AI2835_v1_c2	99.635	100.00
AI2977_v1_c2	AI2868_v1_c2	99.435	85.3260098684
AI2977_v1_c2	AI2888_v1_c2	98.235	55.7758157895
AI2977_v1_c2	AI2977_v1_c2	100.000	100.00
AI2977_v1_c2	AN2349_v1_c2	99.309	94.4076217105
AI2977_v1_c3	AI2686_v1_c3	98.619	61.6222520661
AI2977_v1_c3	AI2763_v1_c4	99.264	51.7456508264
AI2977_v1_c3	AI2844_v1_c3	96.271	76.0238326446
AI2977_v1_c3	AI2934_v1_c2	99.850	100.00
AI2977_v1_c3	AI2974_v1_c3	98.185	92.112768595
AI2977_v1_c3	AI2998_v1_c3	99.389	100.00
AI2978_v1_c3	AI2843_v1_c2	99.326	97.2395022288
AI2979_v1_c3	AI2717_v1_c2	98.444	54.2032399259
AI2979_v1_c3	AI2896_v1_c2	97.341	50.1086313108
AI2979_v1_c3	AI3006_v1_c2	98.384	58.8491570171
AI2979_v1_c5	AI3045_v2_c4	99.993	100.00
AI2980_v2_c3	AI2710_v1_c3	99.974	100.00
AI2980_v2_c3	AI3051_v1_c4	99.996	100.00
AI2980_v2_c4	AI2594_v1_c2	99.585	73.0061041667
AI2980_v2_c4	AI2630_v1_c2	99.573	81.6772708333
AI2980_v2_c4	AI2655_v1_c2	98.910	76.4479375
AI2980_v2_c4	AI2794_v1_c2	99.767	100.00
AI2980_v2_c4	AI2976_v1_c3	99.121	80.43525
AI2981_v1_c2	AI2776_v1_c2	99.759	73.8078900846
AI2981_v1_c2	AI2959_v1_c2	97.343	55.3720138355
AI2981_v1_c5	AI2790_v1_c2	95.150	70.8948671808
AI2981_v1_c5	AI2834_v1_c2	96.634	87.6165724079
AI2982_v1_c2	AI3002_v1_c2	99.949	69.4801017738
AI2982_v1_c3	AI3042_v1_c4	99.978	100.00
